Quarter,Quarter Label,Economy,Economy Label,Index (Average Q1 2023 = 100),Index (Average Q1 2023 = 100) Footnote,Index (Average Q1 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value,Ranking per quarter,Ranking per quarter Footnote,Ranking per quarter Missing value
2024Q01,"Q1 2024",670,"Saint Vincent and the Grenadines",20.70861,,,-9.5747,,,4.6642,,,141,,
2024Q01,"Q1 2024",882,"Samoa",30.40371,,,-7.4418,,,0.2535,,,114,,
2024Q01,"Q1 2024",678,"Sao Tome and Principe",12.47549,,,7.6932,,,1.1075,,,156,,
2024Q01,"Q1 2024",682,"Saudi Arabia",259.9307,,,2.0131,,,-9.924,,,21,,
2024Q01,"Q1 2024",686,"Senegal",54.02298,,,-2.6205,,,-4.3398,,,83,,
2024Q01,"Q1 2024",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2024Q01,"Q1 2024",690,"Seychelles",24.17577,,,-7.3246,,,-0.6838,,,134,,
2024Q01,"Q1 2024",694,"Sierra Leone",23.64528,,,24.8534,,,-0.6391,,,136,,
2024Q01,"Q1 2024",702,"Singapore",592.37877,,,1.1177,,,-1.2816,,,3,,
2024Q01,"Q1 2024",534,"Sint Maarten (Dutch part)",31.93937,,,-0.5363,,,0.0785,,,109,,
2024Q01,"Q1 2024",705,"Slovenia",78.28436,,,7.7613,,,3.5679,,,64,,
2024Q01,"Q1 2024",090,"Solomon Islands",30.67833,,,-3.2217,,,-2.1952,,,113,,
2024Q01,"Q1 2024",706,"Somalia",37.76672,,,18.8184,,,0.3851,,,102,,
2024Q01,"Q1 2024",710,"South Africa",111.12839,,,10.992,,,-0.7831,,,45,,
2024Q01,"Q1 2024",724,"Spain",406.98894,,,1.9383,,,-1.1774,,,8,,
2024Q01,"Q1 2024",144,"Sri Lanka",253.50812,,,6.8441,,,4.9503,,,23,,
2024Q01,"Q1 2024",729,"Sudan",26.32283,,,-1.1229,,,5.7254,,,124,,
2024Q01,"Q1 2024",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2024Q01,"Q1 2024",740,"Suriname",43.26949,,,8.1111,,,1.8635,,,93,,
2024Q01,"Q1 2024",752,"Sweden",116.35976,,,3.4326,,,2.5717,,,44,,
2024Q01,"Q1 2024",760,"Syrian Arab Republic",23.08777,,,-10.8716,,,-9.2305,,,137,,
2024Q01,"Q1 2024",764,"Thailand",257.99412,,,-1.7768,,,-2.5228,,,22,,
2024Q01,"Q1 2024",626,"Timor-Leste",11.99694,,,0.232,,,0.6614,,,158,,
2024Q01,"Q1 2024",768,"Togo",94.78274,,,3.4605,,,-0.5956,,,57,,
2024Q01,"Q1 2024",776,"Tonga",29.32582,,,3.9634,,,1.0623,,,115,,
2024Q01,"Q1 2024",780,"Trinidad and Tobago",60.70142,,,1.3864,,,0.7132,,,77,,
2024Q01,"Q1 2024",788,"Tunisia",30.7168,,,21.3397,,,7.0394,,,112,,
2024Q01,"Q1 2024",792,"Turkiye",284.69928,,,6.4639,,,0.3166,,,18,,
2024Q01,"Q1 2024",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,,177,,
2024Q01,"Q1 2024",798,"Tuvalu",5.16879,,,24.8691,,,2.3408,,,173,,
2024Q01,"Q1 2024",804,"Ukraine",7.35186,,,,,"No value reported or collected",0.0297,,,168,,
2024Q01,"Q1 2024",784,"United Arab Emirates",305.34704,,,4.3712,,,-0.6778,,,16,,
2024Q01,"Q1 2024",826,"United Kingdom",378.72156,,,1.2962,,,0.2434,,,11,,
2024Q01,"Q1 2024",834,"United Republic of Tanzania",60.08754,,,9.1589,,,1.0232,,,78,,
2024Q01,"Q1 2024",840,"United States",498.37925,,,-2.9869,,,-1.2758,,,4,,
2024Q01,"Q1 2024",850,"United States Virgin Islands",18.75434,,,0.5636,,,0.5636,,,144,,
2024Q01,"Q1 2024",858,"Uruguay",100.02934,,,5.4667,,,3.0342,,,54,,
2024Q01,"Q1 2024",548,"Vanuatu",25.16184,,,9.5857,,,0.3039,,,131,,
2024Q01,"Q1 2024",862,"Venezuela (Bolivarian Rep. of)",35.25861,,,15.2334,,,7.9629,,,106,,
2024Q01,"Q1 2024",704,"Viet Nam",408.88285,,,2.8776,,,-0.5534,,,7,,
2024Q01,"Q1 2024",876,"Wallis and Futuna Islands",4.82475,,,-5.9606,,,-4.4711,,,176,,
2024Q01,"Q1 2024",887,"Yemen",33.01047,,,48.7702,,,51.3504,,,108,,
2024Q02,"Q2 2024",008,"Albania",12.394,,,3.4479,,,-3.0534,,,157,,
2024Q02,"Q2 2024",012,"Algeria",72.48856,,,14.6252,,,1.8108,,,65,,
2024Q02,"Q2 2024",016,"American Samoa",27.37808,,,-5.6788,,,-2.1388,,,122,,
2024Q02,"Q2 2024",024,"Angola",59.48224,,,5.3993,,,5.3156,,,78,,
2024Q02,"Q2 2024",028,"Antigua and Barbuda",26.15195,,,0.0304,,,0.0371,,,126,,
2024Q02,"Q2 2024",032,"Argentina",105.00704,,,4.1396,,,0.6601,,,51,,
2024Q02,"Q2 2024",533,"Aruba",20.87161,,,11.2828,,,10.7237,,,140,,
2024Q02,"Q2 2024",036,"Australia",143.49672,,,-5.6261,,,-0.449,,,35,,
2024Q02,"Q2 2024",044,"Bahamas",89.8916,,,9.5677,,,3.752,,,57,,
2024Q02,"Q2 2024",048,"Bahrain",34.92723,,,-11.4703,,,-15.6025,,,107,,
2024Q02,"Q2 2024",050,"Bangladesh",68.75793,,,-17.5659,,,-7.6439,,,66,,
2024Q02,"Q2 2024",052,"Barbados",37.7868,,,6.0377,,,-3.5753,,,102,,
2024Q02,"Q2 2024",056,"Belgium",343.07689,,,-3.3913,,,0.1914,,,12,,
2024Q02,"Q2 2024",084,"Belize",18.17184,,,-9.0257,,,-2.0267,,,146,,
2024Q02,"Q2 2024",204,"Benin",54.73884,,,-28.0147,,,-2.0728,,,84,,
2024Q02,"Q2 2024",060,"Bermuda",7.97605,,,-0.1074,,,-0.1049,,,167,,
2024Q02,"Q2 2024",535,"Bonaire, Sint Eustatius and Saba",6.63831,,,,,"No value reported or collected",-0.0005,,,170,,
2024Q02,"Q2 2024",076,"Brazil",143.10192,,,5.4992,,,2.8002,,,36,,
2024Q02,"Q2 2024",092,"British Virgin Islands",8.28277,,,0,,,0,,,164,,
2024Q02,"Q2 2024",096,"Brunei Darussalam",25.65901,,,2.3894,,,-1.9721,,,127,,
2024Q02,"Q2 2024",100,"Bulgaria",31.89687,,,17.7707,,,0.7815,,,111,,
2024Q02,"Q2 2024",132,"Cabo Verde",11.68037,,,0.1479,,,0.0073,,,159,,
2024Q02,"Q2 2024",116,"Cambodia",47.01483,,,22.1827,,,-0.7975,,,89,,
2024Q02,"Q2 2024",120,"Cameroon",66.52753,,,10.7863,,,-0.6427,,,69,,
2024Q02,"Q2 2024",124,"Canada",155.40971,,,0.0042,,,-1.3247,,,34,,
2024Q02,"Q2 2024",136,"Cayman Islands",8.45799,,,0,,,0,,,163,,
2024Q02,"Q2 2024",152,"Chile",108.79047,,,9.0275,,,0.0185,,,46,,
2024Q02,"Q2 2024",156,"China",1195.99334,,,2.5236,,,0.6618,,,1,,
2024Q02,"Q2 2024",344,"China, Hong Kong SAR",378.02042,,,-6.7924,,,-2.8319,,,11,,
2024Q02,"Q2 2024",158,"China, Taiwan Province of",340.29925,,,-2.0858,,,-0.7946,,,14,,
2024Q02,"Q2 2024",162,"Christmas Island",5.23441,,,-0.1935,,,-0.1924,,,172,,
2024Q02,"Q2 2024",170,"Colombia",191.32249,,,5.1388,,,1.5963,,,27,,
2024Q02,"Q2 2024",174,"Comoros",17.34981,,,10.4518,,,5.0331,,,147,,
2024Q02,"Q2 2024",178,"Congo",89.29631,,,8.1807,,,1.0656,,,58,,
2024Q02,"Q2 2024",184,"Cook Islands",8.2442,,,0.3707,,,0.0042,,,166,,
2024Q02,"Q2 2024",188,"Costa Rica",108.45853,,,15.6976,,,19.9167,,,47,,
2024Q02,"Q2 2024",384,"Cote d'Ivoire",101.99934,,,8.7413,,,3.0612,,,53,,
2024Q02,"Q2 2024",191,"Croatia",60.68594,,,-1.5448,,,-0.5752,,,76,,
2024Q02,"Q2 2024",192,"Cuba",25.12195,,,-6.8282,,,0.0303,,,131,,
2024Q02,"Q2 2024",531,"Curacao",28.62117,,,8.4997,,,3.2194,,,118,,
2024Q02,"Q2 2024",196,"Cyprus",49.72005,,,-10.4152,,,0.989,,,87,,
2024Q02,"Q2 2024",180,"Dem. Rep. of the Congo",23.53072,,,-1.8691,,,-8.8887,,,135,,
2024Q02,"Q2 2024",208,"Denmark",89.01402,,,3.233,,,0.3854,,,59,,
2024Q02,"Q2 2024",262,"Djibouti",65.95929,,,-15.5312,,,-22.5014,,,71,,
2024Q02,"Q2 2024",212,"Dominica",24.47183,,,1.5557,,,0.1109,,,132,,
2024Q02,"Q2 2024",214,"Dominican Republic",126.57806,,,-2.6281,,,-2.0028,,,39,,
2024Q02,"Q2 2024",218,"Ecuador",116.97237,,,5.2107,,,-1.0912,,,43,,
2024Q02,"Q2 2024",818,"Egypt",242.46923,,,-1.1305,,,-3.3143,,,23,,
2024Q02,"Q2 2024",222,"El Salvador",25.13711,,,14.0096,,,-2.8185,,,130,,
2024Q02,"Q2 2024",226,"Equatorial Guinea",34.03818,,,0.2497,,,0.0895,,,108,,
2024Q02,"Q2 2024",232,"Eritrea",7.53066,,,17.405,,,-0.7397,,,168,,
2024Q02,"Q2 2024",233,"Estonia",28.99715,,,-22.1102,,,4.0025,,,117,,
2024Q02,"Q2 2024",234,"Faroe Islands",19.85467,,,0.0321,,,1.783,,,143,,
2024Q02,"Q2 2024",242,"Fiji",42.39384,,,3.4697,,,1.1667,,,95,,
2024Q02,"Q2 2024",246,"Finland",66.33072,,,-3.1016,,,0.8151,,,70,,
2024Q02,"Q2 2024",250,"France",265.82556,,,2.4698,,,0.1673,,,19,,
2024Q02,"Q2 2024",254,"French Guiana",19.53365,,,17.8206,,,16.2192,,,144,,
2024Q02,"Q2 2024",258,"French Polynesia",40.97358,,,2.9801,,,1.1624,,,97,,
2024Q02,"Q2 2024",266,"Gabon",35.92543,,,0.4053,,,1.7505,,,106,,
2024Q02,"Q2 2024",270,"Gambia",14.94482,,,24.582,,,22.3997,,,155,,
2024Q02,"Q2 2024",268,"Georgia",27.99499,,,-6.2783,,,8.1577,,,120,,
2024Q02,"Q2 2024",276,"Germany",304.82363,,,-3.679,,,-0.7866,,,15,,
2024Q02,"Q2 2024",288,"Ghana",109.74884,,,7.5411,,,7.7734,,,45,,
2024Q02,"Q2 2024",300,"Greece",175.40796,,,-8.2004,,,-8.4578,,,31,,
2024Q02,"Q2 2024",304,"Greenland",11.6465,,,0.0588,,,0.0392,,,160,,
2024Q02,"Q2 2024",308,"Grenada",23.14297,,,-10.0549,,,-2.2622,,,136,,
2024Q02,"Q2 2024",312,"Guadeloupe",40.89882,,,1.2416,,,0.8258,,,98,,
2024Q02,"Q2 2024",316,"Guam",22.84736,,,0.1731,,,-0.0013,,,137,,
2024Q02,"Q2 2024",320,"Guatemala",107.00137,,,1.2361,,,-2.2165,,,50,,
2024Q02,"Q2 2024",831,"Guernsey",4.95561,,,0,,,0,,,173,,
2024Q02,"Q2 2024",324,"Guinea",31.44724,,,13.0635,,,7.8502,,,113,,
2024Q02,"Q2 2024",624,"Guinea-Bissau",15.97736,,,-3.998,,,0.1023,,,150,,
2024Q02,"Q2 2024",328,"Guyana",38.70951,,,9.9682,,,6.0784,,,101,,
2024Q02,"Q2 2024",332,"Haiti",32.30692,,,-2.5616,,,2.7018,,,109,,
2024Q02,"Q2 2024",340,"Honduras",64.22948,,,2.7189,,,-5.674,,,72,,
2024Q02,"Q2 2024",352,"Iceland",27.97844,,,6.7879,,,1.2553,,,121,,
2024Q02,"Q2 2024",356,"India",340.89797,,,4.2571,,,1.0729,,,13,,
2024Q02,"Q2 2024",360,"Indonesia",228.22782,,,-3.5012,,,-0.3357,,,25,,
2024Q02,"Q2 2024",364,"Iran (Islamic Republic of)",57.35683,,,-5.5449,,,-3.0445,,,81,,
2024Q02,"Q2 2024",368,"Iraq",78.60722,,,10.4256,,,5.6965,,,62,,
2024Q02,"Q2 2024",372,"Ireland",62.8683,,,8.6863,,,8.8084,,,74,,
2024Q02,"Q2 2024",376,"Israel",88.72198,,,-33.8941,,,-18.2894,,,60,,
2024Q02,"Q2 2024",380,"Italy",287.43809,,,0.6177,,,-0.0619,,,17,,
2024Q02,"Q2 2024",388,"Jamaica",125.16399,,,1.3992,,,2.3791,,,40,,
2024Q02,"Q2 2024",392,"Japan",423.43039,,,3.0685,,,0.463,,,7,,
2024Q02,"Q2 2024",832,"Jersey",4.95561,,,0,,,0,,,173,,
2024Q02,"Q2 2024",400,"Jordan",63.33964,,,-13.1075,,,-0.2828,,,73,,
2024Q02,"Q2 2024",404,"Kenya",67.40632,,,7.2655,,,-0.0856,,,68,,
2024Q02,"Q2 2024",296,"Kiribati",16.20329,,,-2.0909,,,-2.6738,,,149,,
2024Q02,"Q2 2024",414,"Kuwait",36.87432,,,-15.8198,,,-2.0581,,,104,,
2024Q02,"Q2 2024",428,"Latvia",43.63456,,,9.0781,,,1.0818,,,93,,
2024Q02,"Q2 2024",422,"Lebanon",79.56482,,,-17.4254,,,-24.8175,,,61,,
2024Q02,"Q2 2024",430,"Liberia",20.55459,,,25.8465,,,-8.8606,,,141,,
2024Q02,"Q2 2024",434,"Libya",60.31876,,,18.3536,,,16.0812,,,77,,
2024Q02,"Q2 2024",440,"Lithuania",76.04319,,,6.9509,,,2.0309,,,64,,
2024Q02,"Q2 2024",450,"Madagascar",26.17613,,,5.3282,,,-0.3114,,,125,,
2024Q02,"Q2 2024",458,"Malaysia",491.0265,,,-0.2254,,,0.5856,,,5,,
2024Q02,"Q2 2024",462,"Maldives",15.56303,,,-21.7278,,,-8.1622,,,151,,
2024Q02,"Q2 2024",470,"Malta",110.32926,,,-6.2383,,,-12.3873,,,44,,
2024Q02,"Q2 2024",584,"Marshall Islands",21.64494,,,0.3575,,,0.0039,,,138,,
2024Q02,"Q2 2024",474,"Martinique",38.73335,,,-9.5959,,,-3.5507,,,100,,
2024Q02,"Q2 2024",478,"Mauritania",24.02107,,,2.313,,,-9.1646,,,134,,
2024Q02,"Q2 2024",480,"Mauritius",67.81578,,,4.4731,,,-4.0607,,,67,,
2024Q02,"Q2 2024",175,"Mayotte",16.73258,,,4.8697,,,-4.8183,,,148,,
2024Q02,"Q2 2024",484,"Mexico",190.58041,,,7.7724,,,0.0442,,,28,,
2024Q02,"Q2 2024",583,"Micronesia (Federated States of)",14.99292,,,0.1333,,,0,,,154,,
2024Q02,"Q2 2024",499,"Montenegro",15.11298,,,-6.3356,,,1.638,,,153,,
2024Q02,"Q2 2024",504,"Morocco",263.96023,,,9.2604,,,1.4375,,,21,,
2024Q02,"Q2 2024",508,"Mozambique",51.71461,,,7.4455,,,-1.2447,,,85,,
2024Q02,"Q2 2024",104,"Myanmar",42.58427,,,-15.6077,,,-2.0068,,,94,,
2024Q02,"Q2 2024",516,"Namibia",46.11921,,,32.4413,,,7.5916,,,91,,
2024Q02,"Q2 2024",528,"Netherlands (Kingdom of the)",379.29124,,,-4.7544,,,0.0809,,,10,,
2024Q02,"Q2 2024",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2024Q02,"Q2 2024",540,"New Caledonia",46.29079,,,6.2976,,,3.0329,,,90,,
2024Q02,"Q2 2024",554,"New Zealand",104.65811,,,6.1127,,,0.6213,,,52,,
2024Q02,"Q2 2024",558,"Nicaragua",26.98868,,,2.8137,,,-6.7536,,,123,,
2024Q02,"Q2 2024",566,"Nigeria",100.96904,,,8.4429,,,1.0522,,,54,,
2024Q02,"Q2 2024",570,"Niue",5.76222,,,0,,,0,,,171,,
2024Q02,"Q2 2024",574,"Norfolk Island",2.5048,,,0.0807,,,0.0006,,,180,,
2024Q02,"Q2 2024",580,"Northern Mariana Islands",15.141,,,0.0123,,,0.0082,,,152,,
2024Q02,"Q2 2024",578,"Norway",61.11433,,,-4.6373,,,-1.6904,,,75,,
2024Q02,"Q2 2024",512,"Oman",120.72649,,,-18.5827,,,-14.841,,,42,,
2024Q02,"Q2 2024",586,"Pakistan",157.92154,,,10.5056,,,5.0886,,,33,,
2024Q02,"Q2 2024",585,"Palau",6.87471,,,-0.0849,,,-0.0856,,,169,,
2024Q02,"Q2 2024",591,"Panama",214.94988,,,6.4635,,,3.0701,,,26,,
2024Q02,"Q2 2024",598,"Papua New Guinea",49.5297,,,0.2294,,,0.0417,,,88,,
2024Q02,"Q2 2024",600,"Paraguay",8.71353,,,-0.4773,,,-0.4702,,,162,,
2024Q02,"Q2 2024",604,"Peru",138.07374,,,14.5586,,,1.7271,,,37,,
2024Q02,"Q2 2024",608,"Philippines",180.86935,,,2.7138,,,-0.0899,,,30,,
2024Q02,"Q2 2024",616,"Poland",131.48397,,,10.6332,,,0.2959,,,38,,
2024Q02,"Q2 2024",620,"Portugal",184.73424,,,5.8319,,,-0.4783,,,29,,
2024Q02,"Q2 2024",630,"Puerto Rico",44.6993,,,-12.9615,,,-14.9822,,,92,,
2024Q02,"Q2 2024",634,"Qatar",107.35065,,,-16.5153,,,0.9822,,,49,,
2024Q02,"Q2 2024",410,"Republic of Korea",641.33416,,,3.5265,,,0.1543,,,2,,
2024Q02,"Q2 2024",638,"Reunion",49.89196,,,2.4152,,,1.0234,,,86,,
2024Q02,"Q2 2024",642,"Romania",55.55297,,,-15.2451,,,-30.3122,,,83,,
2024Q02,"Q2 2024",643,"Russian Federation",164.137,,,12.9129,,,-0.3466,,,32,,
2024Q02,"Q2 2024",654,"Saint Helena",3.43697,,,,,"No value reported or collected",0,,,179,,
2024Q02,"Q2 2024",659,"Saint Kitts and Nevis",8.28277,,,0,,,0,,,164,,
2024Q02,"Q2 2024",662,"Saint Lucia",26.9128,,,3.4622,,,-6.7489,,,124,,
2024Q02,"Q2 2024",666,"Saint Pierre and Miquelon",3.73112,,,,,"No value reported or collected",-3.7816,,,178,,
2024Q02,"Q2 2024",670,"Saint Vincent and the Grenadines",20.16324,,,-9.3208,,,-2.6335,,,142,,
2024Q02,"Q2 2024",882,"Samoa",30.03016,,,-6.703,,,-1.2286,,,115,,
2024Q02,"Q2 2024",678,"Sao Tome and Principe",12.48164,,,7.7462,,,0.0493,,,156,,
2024Q02,"Q2 2024",682,"Saudi Arabia",232.3275,,,-14.3395,,,-10.6194,,,24,,
2024Q02,"Q2 2024",686,"Senegal",57.34323,,,-3.0698,,,6.146,,,82,,
2024Q02,"Q2 2024",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2024Q02,"Q2 2024",690,"Seychelles",24.16742,,,0.5762,,,-0.0345,,,133,,
2024Q02,"Q2 2024",694,"Sierra Leone",21.24001,,,-9.4104,,,-10.1723,,,139,,
2024Q02,"Q2 2024",702,"Singapore",588.13939,,,-0.5609,,,-0.7157,,,3,,
2024Q02,"Q2 2024",534,"Sint Maarten (Dutch part)",32.20553,,,1.98,,,0.8333,,,110,,
2024Q02,"Q2 2024",705,"Slovenia",76.79974,,,2.6172,,,-1.8964,,,63,,
2024Q02,"Q2 2024",090,"Solomon Islands",30.58553,,,-0.2578,,,-0.3025,,,114,,
2024Q02,"Q2 2024",706,"Somalia",41.62828,,,31.9826,,,10.2248,,,96,,
2024Q02,"Q2 2024",710,"South Africa",108.11497,,,-5.0123,,,-2.7117,,,48,,
2024Q02,"Q2 2024",724,"Spain",423.55347,,,4.5946,,,4.07,,,6,,
2024Q02,"Q2 2024",144,"Sri Lanka",251.64196,,,2.7908,,,-0.7361,,,22,,
2024Q02,"Q2 2024",729,"Sudan",28.36245,,,5.9986,,,7.7485,,,119,,
2024Q02,"Q2 2024",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2024Q02,"Q2 2024",740,"Suriname",40.49059,,,1.1567,,,-6.4223,,,99,,
2024Q02,"Q2 2024",752,"Sweden",120.85972,,,7.6313,,,3.8673,,,41,,
2024Q02,"Q2 2024",760,"Syrian Arab Republic",25.31078,,,-2.5768,,,9.6285,,,128,,
2024Q02,"Q2 2024",764,"Thailand",265.07644,,,0.2035,,,2.7451,,,20,,
2024Q02,"Q2 2024",626,"Timor-Leste",11.99492,,,-9.6451,,,-0.0168,,,158,,
2024Q02,"Q2 2024",768,"Togo",93.00191,,,-0.2165,,,-1.8789,,,56,,
2024Q02,"Q2 2024",776,"Tonga",29.19153,,,1.5273,,,-0.4579,,,116,,
2024Q02,"Q2 2024",780,"Trinidad and Tobago",58.82749,,,-1.2498,,,-3.0871,,,79,,
2024Q02,"Q2 2024",788,"Tunisia",31.45913,,,20.9431,,,2.4167,,,112,,
2024Q02,"Q2 2024",792,"Turkiye",284.1512,,,4.5261,,,-0.1925,,,18,,
2024Q02,"Q2 2024",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,,177,,
2024Q02,"Q2 2024",798,"Tuvalu",4.7227,,,-1.7068,,,-8.6304,,,175,,
2024Q02,"Q2 2024",804,"Ukraine",11.01409,,,74.4804,,,49.8136,,,161,,
2024Q02,"Q2 2024",784,"United Arab Emirates",296.29967,,,-0.9521,,,-2.963,,,16,,
2024Q02,"Q2 2024",826,"United Kingdom",380.52431,,,1.6586,,,0.476,,,9,,
2024Q02,"Q2 2024",834,"United Republic of Tanzania",58.23241,,,1.0438,,,-3.0874,,,80,,
2024Q02,"Q2 2024",840,"United States",500.26209,,,-2.8837,,,0.3778,,,4,,
2024Q02,"Q2 2024",850,"United States Virgin Islands",18.77298,,,1.8974,,,0.0994,,,145,,
2024Q02,"Q2 2024",858,"Uruguay",99.63356,,,3.4225,,,-0.3957,,,55,,
2024Q02,"Q2 2024",548,"Vanuatu",25.17079,,,0.4105,,,0.0356,,,129,,
2024Q02,"Q2 2024",862,"Venezuela (Bolivarian Rep. of)",37.61644,,,21.8325,,,6.6872,,,103,,
2024Q02,"Q2 2024",704,"Viet Nam",408.1303,,,1.2521,,,-0.1841,,,8,,
2024Q02,"Q2 2024",876,"Wallis and Futuna Islands",4.37312,,,-13.868,,,-9.3607,,,176,,
2024Q02,"Q2 2024",887,"Yemen",36.53582,,,66.4305,,,10.6795,,,105,,
2024Q03,"Q3 2024",008,"Albania",13.5255,,,12.8921,,,9.1294,,,157,,
2024Q03,"Q3 2024",012,"Algeria",72.94308,,,10.718,,,0.627,,,65,,
2024Q03,"Q3 2024",016,"American Samoa",26.1738,,,-7.4434,,,-4.3987,,,125,,
2024Q03,"Q3 2024",024,"Angola",60.34301,,,6.9839,,,1.4471,,,78,,
2024Q03,"Q3 2024",028,"Antigua and Barbuda",26.15195,,,0.0404,,,0,,,126,,
2024Q03,"Q3 2024",032,"Argentina",100.14571,,,-1.6401,,,-4.6295,,,49,,
2024Q03,"Q3 2024",533,"Aruba",22.70865,,,29.0467,,,8.8016,,,136,,
2024Q03,"Q3 2024",036,"Australia",139.61039,,,-8.8205,,,-2.7083,,,36,,
2024Q03,"Q3 2024",044,"Bahamas",87.77382,,,6.6927,,,-2.3559,,,58,,
2024Q03,"Q3 2024",048,"Bahrain",35.85781,,,-12.8599,,,2.6643,,,106,,
2024Q03,"Q3 2024",050,"Bangladesh",67.41109,,,-22.5571,,,-1.9588,,,71,,
2024Q03,"Q3 2024",052,"Barbados",38.20133,,,5.2478,,,1.097,,,102,,
2024Q03,"Q3 2024",056,"Belgium",346.77766,,,-3.8781,,,1.0787,,,12,,
2024Q03,"Q3 2024",084,"Belize",18.17184,,,-2.0443,,,0,,,146,,
2024Q03,"Q3 2024",204,"Benin",54.30743,,,-15.0781,,,-0.7881,,,85,,
2024Q03,"Q3 2024",060,"Bermuda",7.97605,,,-0.1074,,,0,,,167,,
2024Q03,"Q3 2024",535,"Bonaire, Sint Eustatius and Saba",5.30803,,,,,"No value reported or collected",-20.0395,,,171,,
2024Q03,"Q3 2024",076,"Brazil",156.42427,,,15.1484,,,9.3097,,,34,,
2024Q03,"Q3 2024",092,"British Virgin Islands",8.28277,,,0,,,0,,,164,,
2024Q03,"Q3 2024",096,"Brunei Darussalam",22.29668,,,-12.0874,,,-13.1039,,,139,,
2024Q03,"Q3 2024",100,"Bulgaria",29.205,,,-0.6335,,,-8.4393,,,115,,
2024Q03,"Q3 2024",132,"Cabo Verde",11.68037,,,0.1479,,,0,,,160,,
2024Q03,"Q3 2024",116,"Cambodia",47.80664,,,17.6374,,,1.6842,,,89,,
2024Q03,"Q3 2024",120,"Cameroon",64.10576,,,4.9634,,,-3.6403,,,73,,
2024Q03,"Q3 2024",124,"Canada",152.02174,,,-1.7712,,,-2.18,,,35,,
2024Q03,"Q3 2024",136,"Cayman Islands",8.45799,,,0,,,0,,,163,,
2024Q03,"Q3 2024",152,"Chile",108.05333,,,4.8841,,,-0.6776,,,46,,
2024Q03,"Q3 2024",156,"China",1224.83416,,,3.5853,,,2.4115,,,1,,
2024Q03,"Q3 2024",344,"China, Hong Kong SAR",374.48245,,,-5.9237,,,-0.9359,,,11,,
2024Q03,"Q3 2024",158,"China, Taiwan Province of",336.34049,,,-2.6082,,,-1.1633,,,14,,
2024Q03,"Q3 2024",162,"Christmas Island",5.23441,,,-0.1935,,,0,,,172,,
2024Q03,"Q3 2024",170,"Colombia",195.45786,,,7.8111,,,2.1615,,,28,,
2024Q03,"Q3 2024",174,"Comoros",17.28278,,,16.1323,,,-0.3863,,,147,,
2024Q03,"Q3 2024",178,"Congo",87.66005,,,4.0607,,,-1.8324,,,59,,
2024Q03,"Q3 2024",184,"Cook Islands",8.2442,,,0.3707,,,0,,,166,,
2024Q03,"Q3 2024",188,"Costa Rica",97.43585,,,-0.7921,,,-10.163,,,53,,
2024Q03,"Q3 2024",384,"Cote d'Ivoire",99.38596,,,1.065,,,-2.5621,,,50,,
2024Q03,"Q3 2024",191,"Croatia",60.48551,,,-0.4196,,,-0.3303,,,77,,
2024Q03,"Q3 2024",192,"Cuba",25.12459,,,-6.7056,,,0.0105,,,129,,
2024Q03,"Q3 2024",531,"Curacao",29.24602,,,15.9599,,,2.1832,,,114,,
2024Q03,"Q3 2024",196,"Cyprus",50.28406,,,-6.4731,,,1.1344,,,87,,
2024Q03,"Q3 2024",180,"Dem. Rep. of the Congo",22.75856,,,-5.4859,,,-3.2815,,,135,,
2024Q03,"Q3 2024",208,"Denmark",87.35261,,,1.854,,,-1.8665,,,60,,
2024Q03,"Q3 2024",262,"Djibouti",68.17843,,,-15.6576,,,3.3644,,,70,,
2024Q03,"Q3 2024",212,"Dominica",24.47183,,,1.5667,,,0,,,130,,
2024Q03,"Q3 2024",214,"Dominican Republic",130.12439,,,1.5028,,,2.8017,,,38,,
2024Q03,"Q3 2024",218,"Ecuador",115.85913,,,2.3916,,,-0.9517,,,43,,
2024Q03,"Q3 2024",818,"Egypt",240.17274,,,-5.3704,,,-0.9471,,,23,,
2024Q03,"Q3 2024",222,"El Salvador",23.35222,,,7.2529,,,-7.1006,,,132,,
2024Q03,"Q3 2024",226,"Equatorial Guinea",34.02921,,,0.1445,,,-0.0263,,,108,,
2024Q03,"Q3 2024",232,"Eritrea",6.48161,,,-24.2031,,,-13.9305,,,169,,
2024Q03,"Q3 2024",233,"Estonia",30.96062,,,-16.99,,,6.7713,,,111,,
2024Q03,"Q3 2024",234,"Faroe Islands",19.85467,,,0.0367,,,0,,,143,,
2024Q03,"Q3 2024",242,"Fiji",42.22985,,,2.377,,,-0.3868,,,95,,
